Video_ID,Title,beautiful,funny,ingenious,ok,fascinating,total_count,persuasive,inspiring,longwinded,informative,jaw-dropping,obnoxious,confusing,courageous,unconvincing,Totalviews,Retention_time_in_days,Video_Length_(sec),Nb_Words_in_Transcript_(without_tags),Words_per_second,Keywords,Is_a_Talk?,url
65,The radical promise of the multi-touch interface,277,104,1016,188,919,8322,78,471,55,463,4643,23,19,34,32,4541015,4101,527,1493,2.8330170777999997,demo;design;interface design;technology,Yes,https://www.ted.com/talks/jeff_han_demos_his_breakthrough_touchscreen
1920,How architectural innovations migrate across borders,13,8,33,60,53,515,27,94,25,93,4,18,15,21,51,693067,1355,794,1769,2.22795969773,architecture;cities;design;infrastructure,Yes,https://www.ted.com/talks/teddy_cruz_how_architectural_innovations_migrate_across_borders
319,The next 5 000 days of the web,35,31,188,171,653,2748,199,356,97,543,218,29,44,65,119,1368952,3373,1174,3522,3.0,communication;complexity;future;technology;web,Yes,https://www.ted.com/talks/kevin_kelly_on_the_next_5_000_days_of_the_web
2637,4 larger-than-life lessons from soap operas,174,342,76,31,116,1557,103,489,16,35,14,6,2,135,18,1396179,324,747,1795,2.40294511379,business;personal growth;storytelling;television,Yes,https://www.ted.com/talks/kate_adams_4_larger_than_life_lessons_from_soap_operas
2103,One more reason to get a good night's sleep,254,29,378,194,1644,6087,433,304,24,2610,148,7,22,32,8,3742614,1105,701,1867,2.66333808845,brain;cognitive science;health;history;medical research;memory;mental health;mind;neuroscience;science;sleep,Yes,https://www.ted.com/talks/jeff_iliff_one_more_reason_to_get_a_good_night_s_sleep
2289,What do we do when antibiotics don't work any more?,22,8,49,70,252,2459,438,263,54,1005,124,33,22,82,37,1542229,850,1019,2016,1.9784102060799997,disease;health;medicine;pharmaceuticals;public health,Yes,https://www.ted.com/talks/maryn_mckenna_what_do_we_do_when_antibiotics_don_t_work_any_more
2474,The surprising habits of original thinkers,176,1036,356,92,691,7800,709,2805,40,1429,75,23,12,322,34,6649301,569,925,2477,2.6778378378400003,business;creativity;curiosity;decision-making;exploration;failure;innovation;invention;leadership;motivation;personal growth;potential;success;work,Yes,https://www.ted.com/talks/adam_grant_the_surprising_habits_of_original_thinkers
1047,A test that finds 3x more breast tumors  and why it's not available to you,60,5,203,34,182,2831,480,434,17,635,299,10,4,442,26,896444,2481,1268,2986,2.35488958991,business;cancer;medicine;science;technology,Yes,https://www.ted.com/talks/deborah_rhodes
852,The hidden influence of social networks,62,36,225,209,762,3468,417,561,87,766,102,23,53,42,123,1339637,2722,1259,3292,2.6147736298599997,evolution;friendship;health;medicine;obesity;science;society,Yes,https://www.ted.com/talks/nicholas_christakis_the_hidden_influence_of_social_networks
1831,The unheard story of David and Goliath,93,36,166,100,627,2460,187,330,69,501,72,43,20,45,171,3693483,1483,940,2510,2.6702127659599997,ancient world;entertainment;history;storytelling;war,Yes,https://www.ted.com/talks/malcolm_gladwell_the_unheard_story_of_david_and_goliath
1537,A thousand times no,189,4,25,17,32,957,15,288,1,39,22,3,2,309,11,1037007,1850,356,771,2.16573033708,Egypt;Middle East;TED Fellows;art;protests;world cultures,Yes,https://www.ted.com/talks/bahia_shehab_a_thousand_times_no
1475,What if our healthcare system kept us healthy?,33,11,143,37,71,1554,282,479,33,177,39,14,9,195,31,986904,1958,994,2663,2.6790744466799996,global issues;health;health care;medicine;poverty;public health;social change;society,Yes,https://www.ted.com/talks/rebecca_onie_what_if_our_healthcare_system_kept_us_healthy
1311,There are no scraps of men,402,23,30,20,149,2436,108,1008,10,63,109,4,2,500,8,807308,2130,1142,2328,2.03852889667,TEDx;disability;global issues;poverty;prosthetics;storytelling;war;work,Yes,https://www.ted.com/talks/alberto_cairo_there_are_no_scraps_of_men
1656,A new kind of job market,2,4,120,34,74,722,114,86,32,143,23,3,25,14,48,1062026,1728,740,2041,2.75810810811,business;global issues;technology;work,Yes,https://www.ted.com/talks/wingham_rowan_a_new_kind_of_job_market
1750,The violin  and my dark night of the soul,744,9,26,51,204,1968,22,451,1,19,266,14,6,140,15,2746686,1612,761,361,0.474375821288,creativity;entertainment;live music;music;performance,No,https://www.ted.com/talks/ji_hae_park_the_violin_and_my_dark_night_of_the_soul
2716,Political common ground in a polarized United States,7,1,2,17,18,186,18,24,4,47,2,12,4,20,10,900707,202,2853,7939,2.7826848930900003,United States;collaboration;communication;democracy;future;government;history;humanity;identity;immigration;inequality;infrastructure;journalism;news;policy;politics;security;social change;social media;women;writing,Yes,https://www.ted.com/talks/gretchen_carlson_david_brooks_political_common_ground_in_a_polarized_united_states
1924,"Does the media have a ""duty of care""?",20,6,32,31,67,1053,263,207,26,252,10,6,17,81,35,874460,1350,641,1747,2.7254290171599997,TEDx;democracy;journalism;media;politics,Yes,https://www.ted.com/talks/david_puttnam_what_happens_when_the_media_s_priority_is_profit
1217,Unintended consequences,9,9,30,136,97,938,56,64,131,249,4,10,60,9,74,791204,2238,970,2186,2.2536082474200003,culture;design;history;invention;technology,Yes,https://www.ted.com/talks/edward_tenner_unintended_consequences
2293,Why I believe the mistreatment of women is the number one human rights abuse ,261,21,6,59,98,2783,426,569,19,701,107,16,9,474,17,1407679,845,996,2506,2.5160642570299996,global issues;inequality;peace;sexual violence;women,Yes,https://www.ted.com/talks/jimmy_carter_why_i_believe_the_mistreatment_of_women_is_the_number_one_human_rights_abuse
2110,Let's help refugees thrive  not just survive,103,6,6,39,111,1405,172,459,18,235,13,12,5,211,15,1128890,1102,968,1904,1.9669421487599998,Syria;education;global issues;poverty;war,Yes,https://www.ted.com/talks/melissa_fleming_let_s_help_refugees_thrive_not_just_survive
748,Your health depends on where you live,17,7,74,80,111,1092,176,72,15,413,26,8,5,11,77,767701,2827,565,1503,2.66017699115,cities;health;health care;heart health;medicine;public health;technology,Yes,https://www.ted.com/talks/bill_davenhall_your_health_depends_on_where_you_live
1315,1 000 TED Talks in six words,55,404,276,136,96,1506,25,59,70,63,33,81,38,17,153,622742,2116,454,1390,3.06167400881,TEDx;statistics;visualizations,Yes,https://www.ted.com/talks/sebastian_wernicke_1000_tedtalks_6_words
1120,My father the forger,214,14,32,28,199,1384,15,409,9,57,67,10,11,313,6,594684,2238,840,2272,2.7047619047600002,TEDx;culture;entertainment;global issues;history;storytelling;war,Yes,https://www.ted.com/talks/sarah_kaminsky
1928,Synthetic voices  as unique as fingerprints,160,8,137,37,162,965,26,237,5,97,72,3,1,17,3,856132,1347,704,1646,2.33806818182,biomimicry;biotech;cyborg;disability;engineering;hearing;identity;innovation;prosthetics;science;self;sound;speech;technology;vocals,Yes,https://www.ted.com/talks/rupal_patel_synthetic_voices_as_unique_as_fingerprints
1337,Doctors make mistakes. Can we talk about that?,121,20,42,46,176,3988,384,965,25,362,155,4,4,1663,21,1333411,2097,1168,3240,2.77397260274,TEDx;communication;culture;medicine;public health,Yes,https://www.ted.com/talks/brian_goldman_doctors_make_mistakes_can_we_talk_about_that
1498,How I'm preparing to get Alzheimer's,380,65,45,56,96,2898,196,890,13,324,39,7,13,748,26,1295018,1937,386,1010,2.61658031088,Alzheimer's;TED Fellows;aging;brain;compassion;death;disease;family;future;health;health care;illness;life;medicine;mental health;mind;neuroscience;philosophy;psychology;science;self,Yes,https://www.ted.com/talks/alanna_shaikh_how_i_m_preparing_to_get_alzheimer_s
2313,Could we cure HIV with lasers?,8,16,92,44,105,646,14,64,0,222,24,3,1,26,27,1207961,800,265,536,2.02264150943,AIDS;HIV;health;health care;innovation;medical research;medicine;molecular biology;pharmaceuticals;science,Yes,https://www.ted.com/talks/patience_mthunzi_could_we_cure_hiv_with_lasers
889,Measuring what makes life worthwhile,326,43,204,184,447,5209,743,2207,78,479,103,55,24,207,109,2798621,2680,1059,2927,2.7639282341799998,Buddhism;business;economics;happiness;money;psychology,Yes,https://www.ted.com/talks/chip_conley_measuring_what_makes_life_worthwhile
433,The art and craft of bread,72,81,27,78,141,886,18,116,80,208,16,15,7,8,19,821260,3204,934,2823,3.02248394004,art;books;chemistry;food;life;love;science,Yes,https://www.ted.com/talks/peter_reinhart_on_bread
343,Life in the deep oceans,342,48,31,25,627,1905,34,156,3,336,257,13,7,21,5,999984,3329,800,2780,3.475,animals;geology;life;marine biology;oceans;science;submarine;technology,Yes,https://www.ted.com/talks/david_gallo_on_life_in_the_deep_oceans
2023,How to make hard choices ,454,101,481,311,1073,9621,1249,2918,264,1745,85,55,143,472,270,5016017,1222,881,2074,2.3541430193,choice;decision-making;philosophy,Yes,https://www.ted.com/talks/ruth_chang_how_to_make_hard_choices
1159,7 rules for making more happiness,149,127,80,331,92,1768,51,306,80,99,13,32,152,20,236,1680775,2335,573,1377,2.40314136126,TED Brain Trust;art;design;film;happiness;motivation,Yes,https://www.ted.com/talks/stefan_sagmeister_7_rules_for_making_more_happiness
2569,The deadly legacy of cluster bombs,17,3,1,38,18,401,56,50,3,114,31,1,4,58,7,647661,424,696,1644,2.3620689655200002,TED Fellows;death;humanity;life;military;photography;refugees;violence;war,Yes,https://www.ted.com/talks/laura_boushnak_the_deadly_legacy_of_cluster_bombs
347,Once upon a time  my mother ...,274,484,64,85,92,1409,16,131,62,8,35,71,24,31,32,678187,3328,1414,3115,2.20297029703,children;entertainment;memory;storytelling,Yes,https://www.ted.com/talks/carmen_agra_deedy_spins_stories
2488,Why I put myself in danger to tell the stories of Gaza,139,17,4,52,54,1162,28,260,6,136,30,22,24,300,90,974246,543,518,1013,1.9555984556000001,choice;communication;fear;film;journalism;media;poverty;security;violence;war;women,Yes,https://www.ted.com/talks/ameera_harouda_why_i_put_myself_in_danger_to_tell_the_stories_of_gaza
2310,How I learned to communicate my inner life with Asperger's,326,408,24,28,145,2280,24,640,3,214,14,6,8,439,1,1603341,797,626,1254,2.00319488818,Autism spectrum disorder;communication;empathy;identity;mental health;neuroscience;science;sleep;social change,Yes,https://www.ted.com/talks/alix_generous_how_i_learned_to_communicate_my_inner_life_with_asperger_s
2775,A summer school kids actually want to attend,79,19,48,42,80,890,95,300,6,92,24,4,4,85,12,1016852,170,425,1075,2.52941176471,TED Fellows;children;education;inequality;personal growth;social change;society;teaching,Yes,https://www.ted.com/talks/karim_abouelnaga_a_summer_school_kids_actually_want_to_attend
553,Don't eat the marshmallow!,47,911,243,136,503,3068,266,323,22,471,56,28,8,22,32,2660386,3073,358,615,1.7178770949700002,children;culture;humor;psychology,Yes,https://www.ted.com/talks/joachim_de_posada_says_don_t_eat_the_marshmallow_yet
2031,Two poems about what dogs think (probably),224,361,98,137,60,1119,7,80,15,25,5,36,28,6,37,1554043,1220,242,488,2.01652892562,animals;creativity;death;love;poetry,Yes,https://www.ted.com/talks/billy_collins_two_poems_about_what_dogs_think_probably
1160,Making sense of a visible quantum object,91,38,468,146,1347,3988,98,261,41,389,674,32,144,49,210,1276496,2335,471,1393,2.9575371549900002,philosophy;physics;science,Yes,https://www.ted.com/talks/aaron_o_connell_making_sense_of_a_visible_quantum_object
131,Rethink the desktop with BumpTop,161,342,470,94,301,2038,48,177,13,125,167,8,10,45,77,1481050,3792,279,862,3.08960573477,demo;interface design;software;technology,Yes,https://www.ted.com/talks/anand_agarawala_demos_his_bumptop_desktop
1776,Anatomy of a New Yorker cartoon,11,616,69,43,123,1204,17,48,22,217,11,13,7,1,6,1176289,1579,1259,2798,2.22239872915,art;comedy;design;humor,Yes,https://www.ted.com/talks/bob_mankoff_anatomy_of_a_new_yorker_cartoon
2401,How frustration can make us more creative,184,35,116,78,302,2422,328,874,25,340,22,7,11,82,18,2463583,650,932,2206,2.3669527897,cognitive science;collaboration;composing;creativity;innovation;music;potential;psychology;success;work,Yes,https://www.ted.com/talks/tim_harford_how_messy_problems_can_inspire_creativity
345,The camel's hump,3,49,5,67,32,395,0,7,57,68,0,50,17,2,38,186165,3325,966,2191,2.2681159420299997,animals;energy;entertainment;global issues;sex;transportation,Yes,https://www.ted.com/talks/keith_bellows_on_the_camel_s_hump
972,An economic reality check,50,10,84,80,188,2430,440,638,79,386,72,32,44,192,135,904608,2574,1223,3127,2.55682747343,economics;global development;green;poverty;sustainability,Yes,https://www.ted.com/talks/tim_jackson_s_economic_reality_check
1953,Where’s Google going next?,46,24,89,187,415,2442,69,677,47,685,34,17,25,87,40,2304689,1311,1410,3875,2.7482269503500003,AI;TED Brain Trust;algorithm;business;intelligence,Yes,https://www.ted.com/talks/larry_page_where_s_google_going_next
766,Augmented-reality maps,123,90,460,103,592,2912,52,303,8,245,849,12,16,31,28,1721911,2808,465,1211,2.60430107527,cities;design;map;technology;virtual reality,Yes,https://www.ted.com/talks/blaise_aguera
1849,Who am I? Think again,197,657,256,87,235,2017,45,266,14,63,44,11,56,41,45,2670992,1465,546,885,1.62087912088,art;culture;dance;identity;performance art,Yes,https://www.ted.com/talks/hetain_patel_who_am_i_think_again
1344,The happy secret to better work,1018,7394,1180,207,2552,32535,3465,11328,79,3944,686,61,61,475,85,16386393,2090,740,2509,3.39054054054,TEDx;brain;business;cognitive science;depression;happiness;health;innovation;mental health;mind;motivation;productivity;psychology;science;social change;sociology;work,Yes,https://www.ted.com/talks/shawn_achor_the_happy_secret_to_better_work
2779,The biology of our best and worst selves,50,4,84,22,346,1376,95,238,12,364,77,14,3,49,18,1215699,166,951,2418,2.5425867507900004,biology;brain;genetics;life;mind;motivation;nature;neuroscience;personality;physiology;science;society;violence;war,Yes,https://www.ted.com/talks/robert_sapolsky_the_biology_of_our_best_and_worst_selves
1069,How to make work-life balance work,452,987,213,225,403,8067,1362,3329,18,427,112,29,16,447,47,3842451,2449,605,1367,2.25950413223,TEDx;business;culture;life;motivation;work;work-life balance,Yes,https://www.ted.com/talks/nigel_marsh_how_to_make_work_life_balance_work
769,The opportunity of adversity,514,15,47,95,165,3267,250,1126,85,162,145,29,11,567,56,2064376,2804,1318,2839,2.15402124431,activism;happiness;health;prosthetics;social change;society,Yes,https://www.ted.com/talks/aimee_mullins_the_opportunity_of_adversity
1685,A guerilla gardener in South Central LA,485,566,669,29,315,6397,723,2358,5,297,216,10,6,713,5,3022648,1691,645,1420,2.2015503875999998,agriculture;culture;food;garden;health;social change,Yes,https://www.ted.com/talks/ron_finley_a_guerilla_gardener_in_south_central_la
2572,Bring on the female superheroes!,144,249,112,51,209,3110,453,836,3,495,128,17,4,389,20,1036350,418,948,2730,2.87974683544,TEDx;art;children;communication;entertainment;film;identity;inequality;marketing;media;movies;parenting;society;toy;women,Yes,https://www.ted.com/talks/christopher_bell_bring_on_the_female_superheroes
2231,My desperate journey with a human smuggler,28,12,9,22,24,682,27,110,11,152,39,0,3,240,5,1005690,926,637,1396,2.19152276295,global issues;immigration;photography,Yes,https://www.ted.com/talks/barat_ali_batoor_my_desperate_journey_with_a_human_smuggler
2651,The ethical dilemma of designer babies,4,15,24,32,134,796,66,42,22,297,40,4,11,71,34,1099012,272,1099,2732,2.48589626934,AIDS;Bioethics;CRISPR;DNA;HIV;TEDx;biology;biotech;children;choice;discovery;genetics;health;humanity;identity;innovation;molecular biology;nature;parenting;policy;science;social change;society;technology,Yes,https://www.ted.com/talks/paul_knoepfler_the_ethical_dilemma_of_designer_babies
8,A memorial at Ground Zero,11,3,11,26,12,297,4,29,64,37,9,19,0,12,60,406135,3786,1477,3839,2.59918754232,New York;architecture;cities;collaboration;culture;death;design;disaster relief;interview;memory;urban planning,Yes,https://www.ted.com/talks/david_rockwell_builds_at_ground_zero
